Test Case ID,Category,Difficulty,Question,Ground Truth Cypher,Generated Cypher,Syntactic Correct,Execution Success,Semantic Accurate,Manual Override,Final Correctness,Tokens Used,Execution Time (s),Execution Error,Context Used
21,aggregation,medium,Is there a correlation between studying abroad and staying there permanently? (assume it's correlated if it's true for more than half of the population),"match (p:Person)-[:STUDIED_AT]-(uni:EducationalInstitution),
      (p)-[:LIVES_IN]-(live:Location)
where uni.country <> p.birthPlace
with count(case when uni.country = live.country then 1 end) as stayed,
     count(case when uni.country <> live.country then 1 end) as left
return case when toFloat(stayed)/(stayed+left) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE e.country <> p.nationality
WITH p, e
MATCH (p)-[l:LIVES_IN]->(loc:Location)
WHERE loc.country = e.country
WITH count(DISTINCT p) AS studiedAbroadAndStayed
MATCH (p:Person)
WHERE EXISTS((p)-[:STUDIED_AT]->())
WITH studiedAbroadAndStayed, count(p) AS totalStudents
RETURN 
    CASE 
        WHEN toFloat(studiedAbroadAndStayed) / totalStudents > 0.5 
        THEN 'There is a correlation between studying abroad and staying there permanently' 
        ELSE 'There is no correlation between studying abroad and staying there permanently' 
    END AS result",True,True,False,True,True,1491,5.92,,False
22,aggregation,medium,Is there a correlation between studying abroad and returning home? (assume it's correlated if it's true for more than half of the population),"match (p:Person)-[:STUDIED_AT]-(uni:EducationalInstitution),
      (p)-[:LIVES_IN]-(liveCountry:Location)
where uni.country <> p.birthPlace
with count(case when liveCountry = p.birthPlace then 1 end) as returned,
     count(case when liveCountry <> p.birthPlace then 1 end) as didnt
return case when toFloat(returned)/(returned+didnt) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE e.country <> p.nationality
WITH p, e, s
MATCH (p)-[l:LIVES_IN]->(loc:Location)
WHERE loc.country = p.nationality AND date(l.since) > date(toString(s.endYear) + '-01-01')
WITH count(DISTINCT p) AS studiedAbroadAndReturned

MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE e.country <> p.nationality
WITH studiedAbroadAndReturned, count(DISTINCT p) AS totalStudiedAbroad

RETURN 
  CASE 
    WHEN totalStudiedAbroad > 0 AND (studiedAbroadAndReturned * 1.0 / totalStudiedAbroad) > 0.5 
    THEN true 
    ELSE false 
  END AS isCorrelated,
  studiedAbroadAndReturned,
  totalStudiedAbroad",True,True,False,True,True,1501,5.41,,False
23,aggregation,medium,"Is there a correlation between studying abroad and changing countries again? (assume it's correlated if it's true for more than half of the population)
","match (p:Person)-[:STUDIED_AT]-(uni:EducationalInstitution),
      (p)-[:LIVES_IN]-(live:Location)
where uni.country <> p.birthPlace
with count(case when live.country = uni.country then 1 end) as stayed,
     count(case when live.country <> uni.country then 1 end) as changed
return case when toFloat(changed)/(changed+stayed) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)
WITH p, [(p)-[:STUDIED_AT]->(edu:EducationalInstitution) | edu.country] AS studyCountries,
     [(p)-[:LIVES_IN|LIVED_IN]->(loc:Location) | loc.country] AS livedCountries
WHERE size(studyCountries) > 0 AND size(livedCountries) > 0
WITH p,
     [country IN studyCountries WHERE country <> p.nationality] AS foreignStudyCountries,
     [country IN livedCountries WHERE country <> p.nationality] AS foreignLivedCountries
WHERE size(foreignStudyCountries) > 0
WITH count(p) AS totalStudiedAbroad,
     count(CASE WHEN size(foreignLivedCountries) > 0 THEN p END) AS studiedAbroadAndMovedAgain
RETURN 
    totalStudiedAbroad,
    studiedAbroadAndMovedAgain,
    toFloat(studiedAbroadAndMovedAgain) / totalStudiedAbroad AS correlationRatio,
    CASE 
        WHEN toFloat(studiedAbroadAndMovedAgain) / totalStudiedAbroad > 0.5 
        THEN 'There is a correlation between studying abroad and changing countries again'
        ELSE 'There is no strong correlation between studying abroad and changing countries again'
    END AS conclusion",True,True,False,True,True,1599,7.64,,False
24,aggregation,medium,Is there a correlation between the email of the person being Yahoo! and that person not working in the tech field? (assume it's correlated if it's true for more than half of the population),"match (p:Person)-[:HAD_POSITION]-(job:JobTitle)
where toLower(p.email) ends with '@yahoo.com'
with count(case when job.category = 'Technology' then 1 end) as tech,
     count(case when job.category <> 'Techonology' then 1 end) as notTech
return case when tech+notTech = 0 then 'no yahoo mails' when toFloat(tech)/(tech+notTech) > 0.5 then 'correlated' else 'uncorrelated' end;
","MATCH (p:Person)
WITH p, toLower(p.email) AS lowerEmail, 
     endsWith(toLower(p.email), '@yahoo.com') AS isYahooEmail
OPTIONAL MATCH (p)-[w:WORKED_AT]->(c:Company)
OPTIONAL MATCH (p)-[h:HAD_POSITION]->(j:JobTitle)
WITH p, isYahooEmail, 
     CASE WHEN c.industry = 'Technology' OR j.category = 'Technology' THEN true ELSE false END AS worksInTech
WITH COUNT(p) AS totalPeople,
     SUM(CASE WHEN isYahooEmail AND NOT worksInTech THEN 1 ELSE 0 END) AS yahooNotTech,
     SUM(CASE WHEN isYahooEmail THEN 1 ELSE 0 END) AS totalYahoo
RETURN 
    CASE 
        WHEN totalYahoo > 0 AND yahooNotTech * 1.0 / totalYahoo > 0.5 
        THEN 'There is a correlation between Yahoo! email and not working in tech'
        ELSE 'There is no significant correlation between Yahoo! email and not working in tech'
    END AS result",True,False,False,,False,1550,6.07,"{code: Neo.ClientError.Statement.SyntaxError} {message: Unknown function 'endsWith' (line 3, column 6 (offset: 63))
""     endsWith(toLower(p.email), '@yahoo.com') AS isYahooEmail""
      ^}",False
25,aggregation,medium,"On average, how many sisters do people called Charles have?","match (charles:Person)
where charles.firstName = 'Charles'
optional match (charles)-[:IS_SIBLING]->(sister:Person)
where sister.gender = 'Female'
with charles, count(sister) as sisters
return avg(sisters)
","MATCH (p:Person {firstName: 'Charles'})
MATCH (p)-[:IS_CHILD]->(parent:Person)
MATCH (parent)-[:IS_PARENT]->(sibling:Person)
WHERE sibling.gender = 'Female' AND sibling <> p
WITH p, COUNT(DISTINCT sibling) AS sisterCount
RETURN AVG(sisterCount) AS averageSisterCount",True,True,False,True,True,1380,3.33,,False
26,filtering,medium,How many Christophers are there that have or have had a friend named Jessica,"match (christopher:Person)-[:IS_FRIEND]->(jessica:Person)
where christopher.firstName = 'Christopher'
and jessica.firstName = 'Jessica'
return count(distinct christopher);","MATCH (christopher:Person)-[:IS_FRIEND]-(jessica:Person)
WHERE toLower(christopher.firstName) = 'christopher'
  AND toLower(jessica.firstName) = 'jessica'
RETURN COUNT(DISTINCT christopher) AS christopherCount",True,True,False,True,True,1370,2.39,,False
27,filtering,medium,How many people work in the same field they studied in?,"match (f:FieldOfStudy)-[:STUDIED]-(p:Person)-[a:HAD_POSITION]-(job:JobTitle)
where f.category = job.category
and a.endYear is null
return count(distinct(p));","MATCH (p:Person)-[s:STUDIED]->(f:FieldOfStudy)
WITH p, f, s
MATCH (p)-[w:WORKED_AT]->(c:Company)
WHERE w.status = 'Current'
WITH p, f, s, c
MATCH (p)-[h:HAD_POSITION]->(j:JobTitle)
WHERE h.companyId = c.id AND h.endYear IS NULL
WITH p, f, s, j
WHERE toLower(f.category) = toLower(j.category)
RETURN COUNT(DISTINCT p) AS peopleWorkingInStudiedField",True,True,False,True,True,1399,3.45,,False
28,aggregation,medium,"What percentage of people use their name as their email?
","match (p:Person)
with count(p) as totalPeople,
     count(case when p.email is not null and toLower(p.email) contains toLower(p.firstName) then 1 end) as nameEmail
return toFloat(nameEmail) / totalPeople * 100;
","MATCH (p:Person)
WITH p, toLower(p.firstName + '.' + p.lastName) AS nameEmail, toLower(split(p.email, '@')[0]) AS emailUsername
WITH COUNT(p) AS totalPeople, SUM(CASE WHEN nameEmail = emailUsername THEN 1 ELSE 0 END) AS nameEmailCount
RETURN toFloat(nameEmailCount) / totalPeople * 100 AS percentageUsingNameAsEmail",True,True,False,True,True,1392,3.04,,False
29,filtering,medium,In which country are the most amount of people named Jordan?,"match (p:Person)-[:LIVES_IN]-(loc:Location)
where p.firstName = 'Jordan'
return loc.country, count(p)
order by count(p)
limit 1;","MATCH (p:Person)-[:LIVES_IN]->(l:Location)
WHERE toLower(p.firstName) = 'jordan'
WITH l.country AS country, COUNT(p) AS count
ORDER BY count DESC
LIMIT 1
RETURN country, count",True,True,False,True,True,1357,2.16,,False
30,filtering,medium,What positions has Connie's sister worked as?,"match (friend:Person)-[:IS_SIBLING]->(sister:Person)-[worked:HAD_POSITION]-(job:JobTitle)
where toLower(friend.firstName) = 'connie'
return distinct job.title;","MATCH (connie:Person)-[:IS_SIBLING]-(sister:Person)
WHERE toLower(connie.firstName) = 'connie'
MATCH (sister)-[worked:HAD_POSITION]->(position:JobTitle)
RETURN DISTINCT position.title AS SisterPositions",True,True,False,True,True,1360,2.64,,False
31,aggregation,medium,How many children on average does a parent have in Grenada?,"match (child:Person)-[:IS_CHILD]->(parent:Person)-[:LIVES_IN]-(loc:Location)
where loc.country = 'Grenada'
with parent, count(child) as children
return avg(children);","MATCH (p:Person)-[:IS_PARENT]->(c:Person)
WITH p, COUNT(c) AS childCount
MATCH (p)-[:LIVES_IN]->(:Location {name: 'Grenada'})
RETURN AVG(childCount) AS averageChildrenPerParent",True,True,False,,False,1357,2.35,,False
32,filtering,medium,How many people have studied in universities located in French Southern Territories and have friends who work in finance?,"match (uni:EducationalInstitution)-[:STUDIED_AT]-(p:Person)-[:IS_FRIEND]-(friend:Person)-[:HAD_POSITION]-(job:JobTitle)
where toLower(uni.country) = 'french southern territories'
and toLower(job.category) = 'finance'
return count(distinct p);","MATCH (p:Person)-[:STUDIED_AT]->(e:EducationalInstitution)
WHERE toLower(e.country) = 'french southern territories'
WITH p
MATCH (p)-[:IS_FRIEND]->(friend:Person)-[:WORKED_AT]->(c:Company)
WHERE toLower(c.industry) = 'finance'
RETURN COUNT(DISTINCT p) AS peopleCount",True,True,False,True,True,1395,2.83,,False
33,filtering,medium,How many people have worked in the education industry and is married to someone who lives in Grenada?,"match (job:JobTitle)-[:HAD_POSITION]-(p:Person)-[:IS_WIFE|IS_HUSBAND]->(spouse:Person)-[:LIVES_IN]-(loc:Location)
where loc.country = 'Grenada'
and job.category = 'Education'
return count(distinct p);
","MATCH (p1:Person)-[:WORKED_AT]->(c:Company {industry: 'Education'})
MATCH (p1)-[r:IS_HUSBAND|IS_WIFE]->(p2:Person)-[:LIVES_IN]->(l:Location {name: 'Grenada'})
RETURN COUNT(DISTINCT p1) AS count",True,True,False,False,False,1372,2.32,,False
34,aggregation,hard,How correlated are education and career? (assume it's correlated if it's true for more than half of the population),"match (job:JobTitle)-[:HAD_POSITION]-(p:Person)
optional match (p)-[:STUDIED_AT]-(uni:EducationalInstitution)
with count(case when uni.id is not null then 1 end) as studied,
     count(case when uni.id is null then 1 end) as didnt
return case when toFloat(studied)/(studied+didnt) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)
WITH p, size((p)-[:STUDIED_AT]->()) AS educationCount, size((p)-[:WORKED_AT]->()) AS careerCount
WHERE educationCount > 0 AND careerCount > 0
WITH p, educationCount, careerCount
MATCH (p)-[:STUDIED_AT]->(edu:EducationalInstitution)
WITH p, educationCount, careerCount, collect(edu.name) AS educations
MATCH (p)-[:WORKED_AT]->(comp:Company)
WITH p, educationCount, careerCount, educations, collect(comp.name) AS companies
MATCH (p)-[:STUDIED]->(field:FieldOfStudy)
WITH p, educationCount, careerCount, educations, companies, collect(field.name) AS fields
MATCH (p)-[:HAD_POSITION]->(job:JobTitle)
WITH p, educationCount, careerCount, educations, companies, fields, collect(job.title) AS jobs
WITH p, 
     CASE WHEN any(f IN fields WHERE toLower(f) IN [toLower(j) FOR j IN jobs]) OR
               any(e IN educations WHERE any(c IN companies WHERE toLower(c) CONTAINS toLower(e)))
          THEN 1 ELSE 0 END AS isCorrelated,
     count(p) AS totalPeople
WITH sum(isCorrelated) AS correlatedCount, totalPeople
RETURN 
    CASE WHEN toFloat(correlatedCount) / toFloat(totalPeople) > 0.5 
    THEN 'Education and career are correlated for more than half of the population.' 
    ELSE 'Education and career are not correlated for more than half of the population.' 
    END AS result",True,False,False,,False,1652,7.17,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'WHEN': expected an expression, 'FOREACH', ',', 'AS', 'ORDER BY', 'CALL', 'CREATE', 'LOAD CSV', 'DELETE', 'DETACH', 'FINISH', 'INSERT', 'LIMIT', 'MATCH', 'MERGE', 'NODETACH', 'OFFSET', 'OPTIONAL', 'REMOVE', 'RETURN', 'SET', 'SKIP', 'UNION', 'UNWIND', 'USE', 'WHERE', 'WITH' or <EOF> (line 14, column 11 (offset: 727))
""     CASE WHEN any(f IN fields WHERE toLower(f) IN [toLower(j) FOR j IN jobs]) OR""
           ^}",False
35,graph_recursion,hard,How are Matthew and Theresa related?,"match (matthew:Person), (theresa:Person), p = shortestPath((matthew)-[*]-(theresa))
where matthew.firstName = 'Matthew'
and theresa.firstName = 'Theresa'
return p;",,False,False,False,,False,0,3.82,Error in test case execution: Object of type Path is not JSON serializable,False
36,graph_recursion,hard,Is it possible to get all people from just one person's friends' friends (and so on)? One of the person's name is Matthew.,"match (n:Person)
with count(n) as allPeople
match (p:Person)
where p.firstName = 'Matthew'
with allPeople, p
match (p)-[:IS_FRIEND*0..]-(friend:Person)
with allPeople, count(distinct friend) as friends
return case when friends = allPeople then 'Yes' else 'No' end;
","MATCH (matthew:Person {firstName: 'Matthew'})
WITH matthew
MATCH path = (matthew)-[:IS_FRIEND*1..10]-(connected:Person)
WHERE all(r IN relationships(path) WHERE type(r) = 'IS_FRIEND')
WITH DISTINCT connected
RETURN count(connected) = (MATCH (p:Person) RETURN count(p))",True,False,False,,False,1396,2.84,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'RETURN': expected an expression or ')' (line 6, column 45 (offset: 252))
""RETURN count(connected) = (MATCH (p:Person) RETURN count(p))""
                                             ^}",False
37,graph_recursion,hard,"On average, how many hops does it take from people living in New Zealand to people working in Johnson-Rogers, Hooper PLC, Patterson, Camacho and White, Rogers-Hobbs, or Ruiz Ltd
","match (kutaiseli:Person)-[:LIVES_IN]-(kutaisi:Location), (maangeli:Person)-[:WORKED_AT]-(maang:Company), path = shortestPath((kutaiseli)-[*]-(maangeli))
where toLower(kutaisi.country) = 'new zealand'
and maang.name in ['Johnson-Rogers', 'Hooper PLC', 'Patterson, Camacho and White', 'Rogers-Hobbs', 'Ruiz Ltd']
and kutaiseli <> maangeli
return avg(length(path));","MATCH (start:Person)-[:LIVES_IN]->(:Location {country: 'New Zealand'})
WITH collect(start) AS nz_residents
MATCH (company:Company)
WHERE company.name IN ['Johnson-Rogers, Hooper PLC', 'Patterson, Camacho and White', 'Rogers-Hobbs', 'Ruiz Ltd']
WITH nz_residents, collect(company) AS target_companies
MATCH (end:Person)-[:WORKED_AT]->(company)
WHERE company IN target_companies AND end.status = 'Current'
WITH nz_residents, collect(end) AS target_employees
UNWIND nz_residents AS start
UNWIND target_employees AS end
MATCH path = shortestPath((start)-[*..10]-(end))
WHERE all(r IN relationships(path) WHERE type(r) <> 'WORKED_AT')
WITH avg(length(path)) AS avg_hops
RETURN round(avg_hops, 2) AS average_hops",True,True,False,,False,1520,17.78,,False
38,aggregation,hard,"Based on country, how many different jobs did a person have on average?","match (p:Person)-[:LIVES_IN]->(loc:Location)
where loc.country is not null
optional match (p)-[:HAD_POSITION]->(jt:JobTitle)
with p, loc.country as countryName, count(distinct jt.title) as numberOfDistinctJobs
return countryName, avg(numberOfDistinctJobs) as averageDistinctJobsPerPersonInCountry
order by averageDistinctJobsPerPersonInCountry desc;","MATCH (p:Person)-[w:WORKED_AT]->(c:Company)
WITH p, c.country AS country, COUNT(DISTINCT w.companyId) AS jobCount
WITH country, AVG(jobCount) AS avgJobs
RETURN country, avgJobs
ORDER BY avgJobs DESC",True,True,False,False,False,1366,2.91,,False
39,aggregation,medium,Find all men who married spouses older than their sisters,"match (sister:Person)<-[:IS_SIBLING]-(man:Person)-[:IS_WIFE|IS_HUSBAND]->(spouse:Person)
where toLower(sister.gender) = 'female'
and toLower(man.gender) = 'male'
and spouse.birthDate < sister.birthDate
return man.firstName","MATCH (m:Person {gender: 'Male'})-[:IS_HUSBAND]->(w:Person {gender: 'Female'}),
      (m)-[:IS_SIBLING]->(s:Person {gender: 'Female'})
WHERE date(w.birthDate) < date(s.birthDate)
RETURN DISTINCT m.firstName, m.lastName, w.firstName AS wife_firstName, w.lastName AS wife_lastName, s.firstName AS sister_firstName, s.lastName AS sister_lastName",True,True,False,,False,1398,3.87,,False
40,filtering,easy,Find locations such that more men than women live there.,"match (p:Person)-[:LIVES_IN]-(l:Location)
with l.name as location, sum(case when toLower(p.gender) = 'male' then 1 else 0 end) as males, sum(case when toLower(p.gender) = 'female' then 1 else 0 end) as females
where males>females
return location","MATCH (l:Location)<-[r:LIVES_IN]-(p:Person)
WITH l, COUNT(CASE WHEN p.gender = 'Male' THEN 1 END) AS maleCount,
     COUNT(CASE WHEN p.gender = 'Female' THEN 1 END) AS femaleCount
WHERE maleCount > femaleCount
RETURN l.name AS Location, maleCount, femaleCount
ORDER BY (maleCount - femaleCount) DESC",True,True,False,True,True,1387,3.39,,False
41,pattern_matching,medium,"Find locations where more men than women live, and display the population of men and women in such places.","match (p:Person)-[:LIVES_IN]-(l:Location)
with l.name as location, sum(case when toLower(p.gender) = 'male' then 1 else 0 end) as males, sum(case when toLower(p.gender) = 'female' then 1 else 0 end) as females
where males>females
return location, males, females;","MATCH (l:Location)<-[r:LIVES_IN]-(p:Person)
WITH l, 
     COUNT(CASE WHEN p.gender = 'Male' THEN p END) AS maleCount,
     COUNT(CASE WHEN p.gender = 'Female' THEN p END) AS femaleCount
WHERE maleCount > femaleCount
RETURN l.name AS location, maleCount, femaleCount, l.population AS totalPopulation
ORDER BY (maleCount - femaleCount) DESC",True,True,False,True,True,1410,3.34,,False
42,filtering,medium,Return top 3 education institutions with most foreign students.,"match (p:Person)-[lived:LIVED_IN]-(l:Location)
order by p, lived.startYear
with p, collect(l.country)[0] as firstCountry
match (p)-[:STUDIED_AT]-(e:EducationalInstitution)
where firstCountry <> e.country
with e.name as institution, count(*) as foreignStudents
order by foreignStudents desc
limit 3
return institution, foreignStudents;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE toLower(p.nationality) <> toLower(e.country)
WITH e, COUNT(DISTINCT p) AS foreignStudentCount
ORDER BY foreignStudentCount DESC
LIMIT 3
RETURN e.name AS institution, e.country AS country, foreignStudentCount",True,True,False,True,True,1383,2.94,,False
