Test Case ID,Category,Difficulty,Question,Ground Truth Cypher,Generated Cypher,Syntactic Correct,Execution Success,Semantic Accurate,Manual Override,Final Correctness,Tokens Used,Execution Time (s),Execution Error,Context Used
18,filtering,medium,In what educational institution do most people study?,"match (p:Person)-[r:STUDIED_AT]->(ei:EducationalInstitution)
where r.endYear is null
with ei, count(distinct p) as numberOfStudents
order by numberOfStudents desc
limit 1
return ei.name, numberOfStudents;","MATCH (p:Person)-[:STUDIED_AT]->(e:EducationalInstitution)
WITH e, COUNT(DISTINCT p) AS studentCount
RETURN e.name AS institutionName, studentCount
ORDER BY studentCount DESC
LIMIT 1",True,True,False,False,False,731,8.9,,False
19,filtering,medium,What was the population increase from the last 100 years in New Zealand?,,"MATCH (l:Location {name: 'New Zealand'})
WITH l, datetime().year - 100 AS startYear
MATCH (p:Person)-[lived:LIVED_IN]->(l)
WHERE lived.startYear >= startYear OR lived.endYear >= startYear
WITH l, startYear, COUNT(DISTINCT p) AS populationIncrease
RETURN l.name AS country, l.population - populationIncrease AS populationBeforeIncrease, l.population AS currentPopulation, populationIncrease",True,True,False,False,False,788,5.04,,False
20,aggregation,medium,What is the average age in New Zealand?,"match (loc:Location)-[:LIVES_IN]-(p:Person)
where loc.country = 'New Zealand'
return avg(duration.between(date(p.birthDate), date()).years);
","MATCH (p:Person)-[:LIVES_IN]->(l:Location {country: ""New Zealand""})
WHERE p.birthDate IS NOT NULL
WITH p, l, date() AS currentDate, date(p.birthDate) AS birthDate
WITH p, l, duration.between(birthDate, currentDate).years AS age
RETURN avg(age) AS averageAge",True,True,False,True,True,747,3.72,,False
21,aggregation,medium,Is there a correlation between studying abroad and staying there permanently? (assume it's correlated if it's true for more than half of the population),"match (p:Person)-[:STUDIED_AT]-(uni:EducationalInstitution),
      (p)-[:LIVES_IN]-(live:Location)
where uni.country <> p.birthPlace
with count(case when uni.country = live.country then 1 end) as stayed,
     count(case when uni.country <> live.country then 1 end) as left
return case when toFloat(stayed)/(stayed+left) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE e.country <> p.nationality
WITH p, e
MATCH (p)-[l:LIVES_IN]->(loc:Location)
WHERE loc.country = e.country AND l.since <= s.endYear
WITH COUNT(DISTINCT p) AS studiedAbroadAndStayed
MATCH (p:Person)-[:STUDIED_AT]->(:EducationalInstitution)
WHERE p.nationality <> (:EducationalInstitution).country
WITH studiedAbroadAndStayed, COUNT(DISTINCT p) AS totalStudiedAbroad
RETURN 
  CASE 
    WHEN totalStudiedAbroad > 0 AND (studiedAbroadAndStayed * 1.0 / totalStudiedAbroad) > 0.5 
    THEN 'There is a correlation between studying abroad and staying there permanently'
    ELSE 'There is no correlation between studying abroad and staying there permanently'
  END AS result",True,False,False,False,False,894,5.89,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '.': expected '-' (line 8, column 49 (offset: 352))
""WHERE p.nationality <> (:EducationalInstitution).country""
                                                 ^}",False
22,aggregation,medium,Is there a correlation between studying abroad and returning home? (assume it's correlated if it's true for more than half of the population),"match (p:Person)-[:STUDIED_AT]-(uni:EducationalInstitution),
      (p)-[:LIVES_IN]-(liveCountry:Location)
where uni.country <> p.birthPlace
with count(case when liveCountry = p.birthPlace then 1 end) as returned,
     count(case when liveCountry <> p.birthPlace then 1 end) as didnt
return case when toFloat(returned)/(returned+didnt) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)-[:STUDIED_AT]->(e:EducationalInstitution)
WHERE p.nationality <> e.country
WITH p, e
MATCH (p)-[l:LIVES_IN]->(loc:Location)
WHERE l.since > e.foundedYear AND loc.country = p.nationality
WITH count(DISTINCT p) AS studiedAbroadAndReturned
MATCH (p:Person)
WITH studiedAbroadAndReturned, count(p) AS totalPopulation
RETURN 
    CASE 
        WHEN totalPopulation > 0 THEN 
            CASE 
                WHEN (studiedAbroadAndReturned * 1.0 / totalPopulation) > 0.5 
                THEN 'There is a correlation between studying abroad and returning home'
                ELSE 'There is no correlation between studying abroad and returning home'
            END
        ELSE 'Insufficient data'
    END AS result",True,True,False,True,True,890,5.49,,False
23,aggregation,medium,"Is there a correlation between studying abroad and changing countries again? (assume it's correlated if it's true for more than half of the population)
","match (p:Person)-[:STUDIED_AT]-(uni:EducationalInstitution),
      (p)-[:LIVES_IN]-(live:Location)
where uni.country <> p.birthPlace
with count(case when live.country = uni.country then 1 end) as stayed,
     count(case when live.country <> uni.country then 1 end) as changed
return case when toFloat(changed)/(changed+stayed) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)-[:STUDIED_AT]->(ei:EducationalInstitution)
WHERE p.nationality <> ei.country
WITH p, ei
MATCH (p)-[:LIVED_IN]->(l:Location)
WHERE l.country <> p.nationality AND l.country <> ei.country
WITH COUNT(DISTINCT p) AS studiedAbroadAndMoved, COUNT(DISTINCT (p:Person)) AS totalPopulation
RETURN 
  CASE 
    WHEN studiedAbroadAndMoved > totalPopulation / 2 THEN 'There is a correlation'
    ELSE 'There is no correlation'
  END AS correlation,
  studiedAbroadAndMoved AS peopleStudiedAbroadAndMoved,
  totalPopulation",True,True,False,True,True,842,5.72,,False
24,aggregation,medium,Is there a correlation between the email of the person being Yahoo! and that person not working in the tech field? (assume it's correlated if it's true for more than half of the population),"match (p:Person)-[:HAD_POSITION]-(job:JobTitle)
where toLower(p.email) ends with '@yahoo.com'
with count(case when job.category = 'Technology' then 1 end) as tech,
     count(case when job.category <> 'Techonology' then 1 end) as notTech
return case when tech+notTech = 0 then 'no yahoo mails' when toFloat(tech)/(tech+notTech) > 0.5 then 'correlated' else 'uncorrelated' end;
","MATCH (p:Person)
WITH p, toLower(p.email) AS lowerEmail, 
     (p)-[:WORKED_AT]->(:Company)-[:HAD_POSITION]->(j:JobTitle) AS workHistory
WITH p, 
     CASE 
       WHEN lowerEmail CONTAINS 'yahoo.com' THEN true 
       ELSE false 
     END AS isYahooEmail,
     CASE 
       WHEN any(job IN workHistory WHERE toLower(job.category) = 'tech') THEN false 
       ELSE true 
     END AS notInTechField
WITH count(p) AS totalPopulation,
     sum(CASE WHEN isYahooEmail AND notInTechField THEN 1 ELSE 0 END) AS yahooNotTechCount,
     sum(CASE WHEN isYahooEmail THEN 1 ELSE 0 END) AS yahooCount
RETURN 
  CASE 
    WHEN yahooCount > 0 AND (yahooNotTechCount * 1.0 / yahooCount) > 0.5 THEN 'Correlated'
    ELSE 'Not correlated'
  END AS correlation,
  yahooCount AS totalYahooUsers,
  yahooNotTechCount AS yahooUsersNotInTech,
  totalPopulation AS totalPopulation",True,False,False,False,False,934,10.03,"{code: Neo.ClientError.Statement.SyntaxError} {message: PatternExpressions are not allowed to introduce new variables: 'j'. (line 3, column 53 (offset: 110))
""     (p)-[:WORKED_AT]->(:Company)-[:HAD_POSITION]->(j:JobTitle) AS workHistory""
                                                     ^}",False
25,aggregation,medium,"On average, how many sisters do people called Charles have?","match (charles:Person)
where charles.firstName = 'Charles'
optional match (charles)-[:IS_SIBLING]->(sister:Person)
where sister.gender = 'Female'
with charles, count(sister) as sisters
return avg(sisters)
","MATCH (p:Person {firstName: 'Charles'})
WITH p, [(p)-[:IS_SIBLING]-(sibling:Person) WHERE sibling.gender = 'Female' | sibling] AS sisters
RETURN avg(size(sisters)) AS avgSisters",True,True,False,False,False,732,4.6,,False
26,filtering,medium,How many Christophers are there that have or have had a friend named Jessica,"match (christopher:Person)-[:IS_FRIEND]->(jessica:Person)
where christopher.firstName = 'Christopher'
and jessica.firstName = 'Jessica'
return count(distinct christopher);","MATCH (christopher:Person)-[:IS_FRIEND]-(jessica:Person)
WHERE toLower(christopher.firstName) = 'christopher' AND toLower(jessica.firstName) = 'jessica'
RETURN COUNT(DISTINCT christopher) AS christopherCount",True,True,False,True,True,743,12.45,,False
27,filtering,medium,How many people work in the same field they studied in?,"match (f:FieldOfStudy)-[:STUDIED]-(p:Person)-[a:HAD_POSITION]-(job:JobTitle)
where f.category = job.category
and a.endYear is null
return count(distinct(p));","MATCH (p:Person)-[:STUDIED]->(f:FieldOfStudy)
WITH p, f
MATCH (p)-[:WORKED_AT]->(c:Company)
WITH p, f, c
MATCH (p)-[:HAD_POSITION]->(j:JobTitle)
WHERE toLower(f.category) = toLower(j.category)
RETURN COUNT(DISTINCT p) AS peopleWorkingInStudiedField",True,True,False,False,False,748,10.2,,False
28,aggregation,medium,"What percentage of people use their name as their email?
","match (p:Person)
with count(p) as totalPeople,
     count(case when p.email is not null and toLower(p.email) contains toLower(p.firstName) then 1 end) as nameEmail
return toFloat(nameEmail) / totalPeople * 100;
","MATCH (p:Person)
WHERE p.email IS NOT NULL AND p.firstName IS NOT NULL AND p.lastName IS NOT NULL
WITH p, toLower(p.firstName + '.' + p.lastName) AS namePart, toLower(split(p.email, '@')[0]) AS emailPart
WITH COUNT(CASE WHEN namePart = emailPart THEN 1 END) AS matchCount, COUNT(p) AS totalCount
RETURN toFloat(matchCount) / totalCount * 100 AS percentage",True,True,False,True,True,776,12.61,,False
29,filtering,medium,In which country are the most amount of people named Jordan?,"match (p:Person)-[:LIVES_IN]-(loc:Location)
where p.firstName = 'Jordan'
return loc.country, count(p)
order by count(p)
limit 1;",,False,False,False,False,False,0,33.9,"Error in test case execution: Claude API Error: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'Overloaded'}}",False
30,filtering,medium,What positions has Connie's sister worked as?,"match (friend:Person)-[:IS_SIBLING]->(sister:Person)-[worked:HAD_POSITION]-(job:JobTitle)
where toLower(friend.firstName) = 'connie'
return distinct job.title;","MATCH (connie:Person)-[:IS_SIBLING]->(sister:Person)-[worked:HAD_POSITION]->(position:JobTitle)
WHERE toLower(connie.firstName) = 'connie'
RETURN DISTINCT position.title AS SisterPositions",True,True,False,True,True,731,17.61,,False
31,aggregation,medium,How many children on average does a parent have in Grenada?,"match (child:Person)-[:IS_CHILD]->(parent:Person)-[:LIVES_IN]-(loc:Location)
where loc.country = 'Grenada'
with parent, count(child) as children
return avg(children);","MATCH (p:Person)-[:IS_PARENT]->(c:Person)
WHERE toLower(p.nationality) = 'grenada'
WITH p, COUNT(c) AS childCount
RETURN AVG(childCount) AS averageChildrenPerParent",True,True,False,False,False,728,6.66,,False
32,filtering,medium,How many people have studied in universities located in French Southern Territories and have friends who work in finance?,"match (uni:EducationalInstitution)-[:STUDIED_AT]-(p:Person)-[:IS_FRIEND]-(friend:Person)-[:HAD_POSITION]-(job:JobTitle)
where toLower(uni.country) = 'french southern territories'
and toLower(job.category) = 'finance'
return count(distinct p);","MATCH (p:Person)-[:STUDIED_AT]->(u:EducationalInstitution)-[:LIVES_IN]->(l:Location {country: ""French Southern Territories""})
WITH p
MATCH (p)-[:IS_FRIEND]->(f:Person)-[:WORKED_AT]->(c:Company)
WHERE toLower(c.industry) = 'finance'
RETURN COUNT(DISTINCT p) AS peopleCount",True,True,False,False,False,771,10.01,,False
33,filtering,medium,How many people have worked in the education industry and is married to someone who lives in Grenada?,"match (job:JobTitle)-[:HAD_POSITION]-(p:Person)-[:IS_WIFE|IS_HUSBAND]->(spouse:Person)-[:LIVES_IN]-(loc:Location)
where loc.country = 'Grenada'
and job.category = 'Education'
return count(distinct p);
","MATCH (p:Person)-[:WORKED_AT]->(c:Company {industry: 'education'})
WHERE EXISTS((p)-[:IS_HUSBAND|IS_WIFE]-(:Person)-[:LIVES_IN]->(:Location {name: 'Grenada'}))
RETURN COUNT(DISTINCT p) AS count",True,True,False,False,False,746,25.12,,False
34,aggregation,hard,How correlated are education and career? (assume it's correlated if it's true for more than half of the population),"match (job:JobTitle)-[:HAD_POSITION]-(p:Person)
optional match (p)-[:STUDIED_AT]-(uni:EducationalInstitution)
with count(case when uni.id is not null then 1 end) as studied,
     count(case when uni.id is null then 1 end) as didnt
return case when toFloat(studied)/(studied+didnt) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)
WITH count(p) as totalPopulation
MATCH (p:Person)-[:STUDIED_AT]->(e:EducationalInstitution)
WITH totalPopulation, p, collect(e) as educations
MATCH (p)-[:WORKED_AT]->(c:Company)
WITH totalPopulation, p, educations, collect(c) as companies
WHERE size(educations) > 0 AND size(companies) > 0
WITH totalPopulation, count(p) as correlatedCount
RETURN 
  CASE 
    WHEN (correlatedCount * 1.0 / totalPopulation) > 0.5 
    THEN 'Education and career are correlated' 
    ELSE 'Education and career are not correlated' 
  END as result, 
  round((correlatedCount * 100.0 / totalPopulation), 2) as percentageCorrelated",True,True,False,True,True,858,26.02,,False
35,graph_recursion,hard,How are Matthew and Theresa related?,"match (matthew:Person), (theresa:Person), p = shortestPath((matthew)-[*]-(theresa))
where matthew.firstName = 'Matthew'
and theresa.firstName = 'Theresa'
return p;",,False,False,False,False,False,0,10.44,Error in test case execution: Object of type Path is not JSON serializable,False
36,graph_recursion,hard,Is it possible to get all people from just one person's friends' friends (and so on)? One of the person's name is Matthew.,"match (n:Person)
with count(n) as allPeople
match (p:Person)
where p.firstName = 'Matthew'
with allPeople, p
match (p)-[:IS_FRIEND*0..]-(friend:Person)
with allPeople, count(distinct friend) as friends
return case when friends = allPeople then 'Yes' else 'No' end;
","MATCH (matthew:Person {firstName: 'Matthew'})
WITH matthew
CALL apoc.path.subgraphAll(matthew, {
  relationshipFilter: 'IS_FRIEND',
  maxLevel: 10
}) YIELD nodes
WITH DISTINCT nodes AS allConnectedPeople
UNWIND allConnectedPeople AS person
RETURN person.firstName + ' ' + person.lastName AS fullName
ORDER BY fullName",True,False,False,False,False,782,4.83,{code: Neo.ClientError.Procedure.ProcedureNotFound} {message: There is no procedure with the name `apoc.path.subgraphAll` registered for this database instance. Please ensure you've spelled the procedure name correctly and that the procedure is properly deployed.},False
37,graph_recursion,hard,"On average, how many hops does it take from people living in New Zealand to people working in Johnson-Rogers, Hooper PLC, Patterson, Camacho and White, Rogers-Hobbs, or Ruiz Ltd
","match (kutaiseli:Person)-[:LIVES_IN]-(kutaisi:Location), (maangeli:Person)-[:WORKED_AT]-(maang:Company), path = shortestPath((kutaiseli)-[*]-(maangeli))
where toLower(kutaisi.country) = 'new zealand'
and maang.name in ['Johnson-Rogers', 'Hooper PLC', 'Patterson, Camacho and White', 'Rogers-Hobbs', 'Ruiz Ltd']
and kutaiseli <> maangeli
return avg(length(path));","MATCH (nz:Location {name: 'New Zealand'})
MATCH (p1:Person)-[:LIVES_IN]->(nz)
MATCH (c:Company) WHERE c.name IN ['Johnson-Rogers, Hooper PLC', 'Patterson, Camacho and White', 'Rogers-Hobbs', 'Ruiz Ltd']
MATCH (p2:Person)-[:WORKED_AT]->(c)
WITH p1, p2
MATCH path = shortestPath((p1)-[:IS_FRIEND*1..6]-(p2))
WHERE all(r IN relationships(path) WHERE type(r) = 'IS_FRIEND')
RETURN avg(length(path)) AS averageHops",True,True,False,False,False,819,4.96,,False
38,aggregation,hard,"Based on country, how many different jobs did a person have on average?","match (p:Person)-[:LIVES_IN]->(loc:Location)
where loc.country is not null
optional match (p)-[:HAD_POSITION]->(jt:JobTitle)
with p, loc.country as countryName, count(distinct jt.title) as numberOfDistinctJobs
return countryName, avg(numberOfDistinctJobs) as averageDistinctJobsPerPersonInCountry
order by averageDistinctJobsPerPersonInCountry desc;","MATCH (p:Person)-[:LIVES_IN]->(l:Location)
WITH p, l.country AS country
MATCH (p)-[w:WORKED_AT]->(c:Company)
WITH p, country, COLLECT(DISTINCT w.companyId) AS companies
RETURN country, AVG(SIZE(companies)) AS avgJobsPerPerson
ORDER BY avgJobsPerPerson DESC",True,True,False,False,False,754,4.05,,False
39,aggregation,medium,Find all men who married spouses older than their sisters,"match (sister:Person)<-[:IS_SIBLING]-(man:Person)-[:IS_WIFE|IS_HUSBAND]->(spouse:Person)
where toLower(sister.gender) = 'female'
and toLower(man.gender) = 'male'
and spouse.birthDate < sister.birthDate
return man.firstName","MATCH (m:Person {gender: 'Male'})-[:IS_HUSBAND]->(w:Person)
WHERE m.birthDate < w.birthDate
WITH m, w
MATCH (m)-[:IS_SIBLING]->(s:Person {gender: 'Female'})
WHERE m.birthDate > s.birthDate
RETURN DISTINCT m.firstName + ' ' + m.lastName AS Man,
       w.firstName + ' ' + w.lastName AS Wife,
       s.firstName + ' ' + s.lastName AS Sister",True,True,False,False,False,771,3.89,,False
40,filtering,easy,Find locations such that more men than women live there.,"match (p:Person)-[:LIVES_IN]-(l:Location)
with l.name as location, sum(case when toLower(p.gender) = 'male' then 1 else 0 end) as males, sum(case when toLower(p.gender) = 'female' then 1 else 0 end) as females
where males>females
return location","MATCH (l:Location)<-[:LIVES_IN]-(p:Person)
WITH l, COUNT(CASE WHEN p.gender = 'male' THEN 1 END) AS maleCount,
     COUNT(CASE WHEN p.gender = 'female' THEN 1 END) AS femaleCount
WHERE maleCount > femaleCount
RETURN l.name AS LocationName, maleCount, femaleCount
ORDER BY maleCount - femaleCount DESC",True,True,False,False,False,762,4.09,,False
41,pattern_matching,medium,"Find locations where more men than women live, and display the population of men and women in such places.","match (p:Person)-[:LIVES_IN]-(l:Location)
with l.name as location, sum(case when toLower(p.gender) = 'male' then 1 else 0 end) as males, sum(case when toLower(p.gender) = 'female' then 1 else 0 end) as females
where males>females
return location, males, females;","MATCH (l:Location)<-[:LIVES_IN]-(p:Person)
WITH l, 
     COUNT(CASE WHEN toLower(p.gender) = 'male' THEN p END) AS maleCount,
     COUNT(CASE WHEN toLower(p.gender) = 'female' THEN p END) AS femaleCount
WHERE maleCount > femaleCount
RETURN l.name AS Location, 
       l.population AS TotalPopulation, 
       maleCount AS MalePopulation, 
       femaleCount AS FemalePopulation
ORDER BY l.population DESC",True,True,False,True,True,800,5.06,,False
42,filtering,medium,Return top 3 education institutions with most foreign students.,"match (p:Person)-[lived:LIVED_IN]-(l:Location)
order by p, lived.startYear
with p, collect(l.country)[0] as firstCountry
match (p)-[:STUDIED_AT]-(e:EducationalInstitution)
where firstCountry <> e.country
with e.name as institution, count(*) as foreignStudents
order by foreignStudents desc
limit 3
return institution, foreignStudents;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE toLower(p.nationality) <> toLower(e.country)
WITH e, COUNT(DISTINCT p) AS foreignStudentCount
ORDER BY foreignStudentCount DESC
LIMIT 3
RETURN e.name AS institution, e.country AS country, foreignStudentCount",True,True,False,True,True,757,5.03,,False
43,filtering,medium,Return education institutions with most foreign students,"match (p:Person)-[lived:LIVED_IN]-(l:Location)
order by p, lived.startYear
with p, collect(l.country)[0] as firstCountry
match (p)-[:STUDIED_AT]-(e:EducationalInstitution)
where firstCountry <> e.country
with e.name as institution, count(*) as foreignStudents
order by foreignStudents desc
return institution;","MATCH (ei:EducationalInstitution)<-[:STUDIED_AT]-(p:Person)
WHERE toLower(p.nationality) <> toLower(ei.country)
WITH ei, COUNT(DISTINCT p) AS foreignStudentCount
ORDER BY foreignStudentCount DESC
LIMIT 10
RETURN ei.name AS institution, ei.country, foreignStudentCount",True,True,False,True,True,753,3.58,,False
44,pattern_matching,easy,Who's older than their husband?,"match (husband:Person)-[:IS_HUSBAND]->(spouse:Person)
where husband.birthDate > spouse.birthDate
return spouse.firstName","MATCH (w:Person)-[:IS_WIFE]->(h:Person)
WHERE date(w.birthDate) < date(h.birthDate)
RETURN w.firstName + ' ' + w.lastName AS Wife, h.firstName + ' ' + h.lastName AS Husband,
       w.birthDate AS WifeBirthDate, h.birthDate AS HusbandBirthDate
ORDER BY w.birthDate",True,True,False,True,True,746,4.24,,False
