Test Case ID,Category,Difficulty,Question,Ground Truth Cypher,Generated Cypher,Syntactic Correct,Execution Success,Semantic Accurate,Manual Override,Final Correctness,Tokens Used,Execution Time (s),Execution Error,Context Used
11,filtering,easy,How many doctors named Mia are there in New Zealand?,"match (p:Person)-[worked:HAD_POSITION]-(job:JobTitle)
where p.firstName = 'Mia'
and job.title = 'Doctor'
and worked.endYear is null
return count(distinct p);","MATCH (p:Person)-[:LIVES_IN]->(loc:Location {country: 'New Zealand'})
WHERE toLower(p.firstName) = 'mia'
AND (p)-[:HAD_POSITION]->(:JobTitle {title: 'Doctor'})
RETURN count(DISTINCT p) AS doctorsNamedMiaInNewZealand",True,True,False,True,True,1514,6.21,,True
12,aggregation,easy,What is the average number of friends among teenagers aged 13 to 39?,"match (teen:Person)
where (duration.between(date(teen.birthDate),date())).years < 40
and (duration.between(date(teen.birthDate),date())).years > 12
optional match (teen)-[:IS_FRIEND]->(friend:Person)
with count(distinct teen) as totalTeens, count(friend) as totalFriends
return toFloat(totalFriends)/totalTeens;",,False,False,False,,False,0,0.0,Context retrieval failed: {code: Neo.ClientError.Statement.TypeError} {message: No such field: years},False
13,filtering,easy,"How many Samuels, who are over 20, are friends with 31-year-old Dana?","match (samuel:Person)-[:IS_FRIEND]-(dana:Person)
where samuel.firstName = 'Samuel'
and date().year - date(samuel.birthDate).year > 20
and duration.between(date(dana.birthDate), date()).years = 31
and dana.firstName = 'Dana'
return count(distinct samuel);","MATCH (samuel:Person)-[:IS_FRIEND]-(dana:Person)
WHERE samuel.firstName =~ '(?i)samuel'
  AND dana.firstName =~ '(?i)dana'
  AND duration.between(date(samuel.birthDate), date()).years > 20
  AND duration.between(date(dana.birthDate), date()).years = 31
RETURN COUNT(DISTINCT samuel) AS samuelsCount",True,True,False,True,True,1412,6.84,,True
14,aggregation,easy,Most popular subject among students at Yemen schools.,"match (f:FieldOfStudy)-[:STUDIED]-(p:Person)-[:STUDIED_AT]-(uni:EducationalInstitution)
where uni.country = 'Yemen'
return f.name, count(distinct p)
order by count(distinct p) desc
limit 1;
","MATCH (f:FieldOfStudy)<-[s:STUDIED]-(p:Person)-[st:STUDIED_AT]->(e:EducationalInstitution)
WHERE toLower(e.country) = 'yemen'
WITH f.name AS subject, COUNT(DISTINCT p) AS studentCount
ORDER BY studentCount DESC
LIMIT 1
RETURN subject AS mostPopularSubject, studentCount",True,True,False,True,True,1438,6.44,,True
15,filtering,easy,"How many people are there named Connie, who have studied Business Administration?","match (p:Person)-[:STUDIED]-(f:FieldOfStudy)
where toLower(p.firstName) = 'connie'
and toLower(f.name) = 'business administration'
return count(p);","MATCH (p:Person)-[:STUDIED]->(f:FieldOfStudy)
WHERE toLower(p.firstName) = 'connie' AND toLower(f.name) = 'business administration'
RETURN count(DISTINCT p) AS numberOfPeople",True,True,False,True,True,7965,6.24,,True
16,aggregation,easy,What is the average number of residents in the city?,"match (l:Location)
return avg(l.population);",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'OVER': expected an expression, 'FOREACH', ',', 'AS', 'ORDER BY', 'CALL', 'CREATE', 'LOAD CSV', 'DELETE', 'DETACH', 'FINISH', 'INSERT', 'LIMIT', 'MATCH', 'MERGE', 'NODETACH', 'OFFSET', 'OPTIONAL', 'REMOVE', 'RETURN', 'SET', 'SKIP', 'UNION', 'UNWIND', 'USE', 'WITH' or <EOF> (line 7, column 26 (offset: 162))
""       avg(l.population) OVER () AS averagePopulation""
                          ^}",False
17,filtering,medium,What place has the most people?,"match (p:Person)-[:LIVES_IN]-(l:Location)
return l.name, count(p)
order by count(p) desc
limit 1;","MATCH (l:Location)<-[r:LIVES_IN]-(p:Person)
WITH l, COUNT(p) AS residentCount
RETURN l.name AS place, residentCount
ORDER BY residentCount DESC
LIMIT 1",True,True,False,True,True,4441,5.7,,True
18,filtering,medium,In what educational institution do most people study?,"match (p:Person)-[r:STUDIED_AT]->(ei:EducationalInstitution)
where r.endYear is null
with ei, count(distinct p) as numberOfStudents
order by numberOfStudents desc
limit 1
return ei.name, numberOfStudents;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WITH e, COUNT(p) AS studentCount
ORDER BY studentCount DESC
LIMIT 1
RETURN e.name AS MostPopularInstitution, studentCount",True,True,False,,False,4628,5.12,,True
19,filtering,medium,What was the population increase from the last 100 years in New Zealand?,,"MATCH (l:Location {name: 'Stephaniemouth', country: 'New Zealand'})
WITH l, l.population AS current_population
MATCH (p:Person)-[r:LIVED_IN|LIVES_IN]->(l)
WHERE (r.startYear IS NOT NULL AND r.startYear >= (date().year - 100)) OR
      (r.since IS NOT NULL AND date(r.since) >= date().subtract(duration('P100Y')))
WITH l, current_population, MIN(CASE
    WHEN r.startYear IS NOT NULL THEN r.startYear
    ELSE date(r.since).year
END) AS earliest_year
RETURN current_population - (current_population / (date().year - earliest_year + 1) * 100) AS population_increase",True,False,False,,False,2925,8.28,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '(': expected an expression or ')' (line 5, column 64 (offset: 292))
""      (r.since IS NOT NULL AND date(r.since) >= date().subtract(duration('P100Y')))""
                                                                ^}",True
20,aggregation,medium,What is the average age in New Zealand?,"match (loc:Location)-[:LIVES_IN]-(p:Person)
where loc.country = 'New Zealand'
return avg(duration.between(date(p.birthDate), date()).years);
","MATCH (p:Person)-[:LIVES_IN]->(l:Location)
WHERE toLower(l.country) = 'new zealand'
WITH p, date() AS currentDate
RETURN avg(duration.between(date(p.birthDate), currentDate).years) AS averageAge",True,True,False,True,True,1378,8.02,,True
21,aggregation,medium,Is there a correlation between studying abroad and staying there permanently? (assume it's correlated if it's true for more than half of the population),"match (p:Person)-[:STUDIED_AT]-(uni:EducationalInstitution),
      (p)-[:LIVES_IN]-(live:Location)
where uni.country <> p.birthPlace
with count(case when uni.country = live.country then 1 end) as stayed,
     count(case when uni.country <> live.country then 1 end) as left
return case when toFloat(stayed)/(stayed+left) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE e.country <> p.nationality
WITH p, e
MATCH (p)-[l:LIVES_IN]->(loc:Location)
WHERE loc.country = e.country
WITH count(DISTINCT p) AS studiedAbroadAndStayed
MATCH (p:Person)
WITH studiedAbroadAndStayed, count(p) AS totalPopulation
RETURN 
  CASE 
    WHEN toFloat(studiedAbroadAndStayed) / totalPopulation > 0.5 
    THEN 'There is a correlation between studying abroad and staying there permanently' 
    ELSE 'There is no correlation between studying abroad and staying there permanently' 
  END AS result",True,True,False,True,True,1501,8.27,,True
22,aggregation,medium,Is there a correlation between studying abroad and returning home? (assume it's correlated if it's true for more than half of the population),"match (p:Person)-[:STUDIED_AT]-(uni:EducationalInstitution),
      (p)-[:LIVES_IN]-(liveCountry:Location)
where uni.country <> p.birthPlace
with count(case when liveCountry = p.birthPlace then 1 end) as returned,
     count(case when liveCountry <> p.birthPlace then 1 end) as didnt
return case when toFloat(returned)/(returned+didnt) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE e.country <> p.nationality
WITH p, e, s
MATCH (p)-[l:LIVES_IN]->(loc:Location)
WHERE loc.country = p.nationality AND date(l.since) > date(toString(s.endYear) + '-01-01')
WITH count(DISTINCT p) AS studiedAbroadAndReturned

MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE e.country <> p.nationality
WITH studiedAbroadAndReturned, count(DISTINCT p) AS totalStudiedAbroad

RETURN 
  CASE 
    WHEN totalStudiedAbroad > 0 THEN 
      CASE 
        WHEN (studiedAbroadAndReturned * 1.0 / totalStudiedAbroad) > 0.5 
        THEN true 
        ELSE false 
      END
    ELSE null
  END AS isCorrelated",True,True,False,True,True,1525,9.92,,True
23,aggregation,medium,"Is there a correlation between studying abroad and changing countries again? (assume it's correlated if it's true for more than half of the population)
","match (p:Person)-[:STUDIED_AT]-(uni:EducationalInstitution),
      (p)-[:LIVES_IN]-(live:Location)
where uni.country <> p.birthPlace
with count(case when live.country = uni.country then 1 end) as stayed,
     count(case when live.country <> uni.country then 1 end) as changed
return case when toFloat(changed)/(changed+stayed) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)-[s:STUDIED_AT]->(e:EducationalInstitution)
WHERE e.country <> p.nationality
WITH p, e
MATCH (p)-[l:LIVED_IN]->(loc:Location)
WHERE l.startYear > s.endYear AND loc.country <> e.country AND loc.country <> p.nationality
WITH COUNT(DISTINCT p) AS studiedAbroadAndMoved
MATCH (p:Person)
WITH studiedAbroadAndMoved, COUNT(p) AS totalPopulation
RETURN 
  CASE 
    WHEN toFloat(studiedAbroadAndMoved) / totalPopulation > 0.5 
    THEN 'There is a correlation between studying abroad and changing countries again' 
    ELSE 'There is no correlation between studying abroad and changing countries again' 
  END AS result",True,False,False,,False,1515,10.99,"{code: Neo.ClientError.Statement.SyntaxError} {message: Variable `s` not defined (line 5, column 21 (offset: 162))
""WHERE l.startYear > s.endYear AND loc.country <> e.country AND loc.country <> p.nationality""
                     ^}",True
24,aggregation,medium,Is there a correlation between the email of the person being Yahoo! and that person not working in the tech field? (assume it's correlated if it's true for more than half of the population),"match (p:Person)-[:HAD_POSITION]-(job:JobTitle)
where toLower(p.email) ends with '@yahoo.com'
with count(case when job.category = 'Technology' then 1 end) as tech,
     count(case when job.category <> 'Techonology' then 1 end) as notTech
return case when tech+notTech = 0 then 'no yahoo mails' when toFloat(tech)/(tech+notTech) > 0.5 then 'correlated' else 'uncorrelated' end;
","MATCH (p:Person)
WITH p, toLower(p.email) AS lowerEmail, 
     (p)-[:WORKED_AT*1..3]->(c:Company) AS companies
WITH p, lowerEmail, collect(DISTINCT c.industry) AS industries
WHERE any(industry IN industries WHERE toLower(industry) = 'technology')
WITH count(p) AS techWorkers,
     sum(CASE WHEN lowerEmail CONTAINS 'yahoo.com' THEN 1 ELSE 0 END) AS yahooTechWorkers
MATCH (p:Person)
WITH p, toLower(p.email) AS lowerEmail, techWorkers, yahooTechWorkers,
     (p)-[:WORKED_AT*1..3]->(c:Company) AS companies
WITH p, lowerEmail, techWorkers, yahooTechWorkers, collect(DISTINCT c.industry) AS industries
WHERE NOT any(industry IN industries WHERE toLower(industry) = 'technology')
WITH techWorkers, yahooTechWorkers,
     count(p) AS nonTechWorkers,
     sum(CASE WHEN lowerEmail CONTAINS 'yahoo.com' THEN 1 ELSE 0 END) AS yahooNonTechWorkers
RETURN 
  (yahooNonTechWorkers / toFloat(nonTechWorkers) > 0.5 AND yahooTechWorkers / toFloat(techWorkers) <= 0.5) AS isCorrelated,
  yahooTechWorkers, techWorkers, yahooNonTechWorkers, nonTechWorkers",True,False,False,,False,6619,11.6,"{code: Neo.ClientError.Statement.SyntaxError} {message: PatternExpressions are not allowed to introduce new variables: 'c'. (line 3, column 30 (offset: 87))
""     (p)-[:WORKED_AT*1..3]->(c:Company) AS companies""
                              ^}",True
25,aggregation,medium,"On average, how many sisters do people called Charles have?","match (charles:Person)
where charles.firstName = 'Charles'
optional match (charles)-[:IS_SIBLING]->(sister:Person)
where sister.gender = 'Female'
with charles, count(sister) as sisters
return avg(sisters)
","MATCH (p:Person)
WHERE toLower(p.firstName) = 'charles'
WITH p, size([(p)-[:IS_SIBLING]-(sibling:Person) WHERE sibling.gender = 'Female' | sibling]) AS sisterCount
RETURN avg(sisterCount) AS averageSisterCount",True,True,False,,False,1404,7.7,,True
26,filtering,medium,How many Christophers are there that have or have had a friend named Jessica,"match (christopher:Person)-[:IS_FRIEND]->(jessica:Person)
where christopher.firstName = 'Christopher'
and jessica.firstName = 'Jessica'
return count(distinct christopher);","MATCH (c:Person {firstName: 'Christopher'})-[f:IS_FRIEND]-(j:Person {firstName: 'Jessica'})
WHERE toLower(c.firstName) = 'christopher' AND toLower(j.firstName) = 'jessica'
RETURN count(DISTINCT c) as christophersWithJessicaFriend",True,True,False,True,True,7378,7.28,,True
27,filtering,medium,How many people work in the same field they studied in?,"match (f:FieldOfStudy)-[:STUDIED]-(p:Person)-[a:HAD_POSITION]-(job:JobTitle)
where f.category = job.category
and a.endYear is null
return count(distinct(p));","MATCH (p:Person)-[s:STUDIED]->(f:FieldOfStudy)
WHERE EXISTS((p)-[:WORKED_AT]->(:Company))
WITH p, f, s
MATCH (p)-[w:WORKED_AT]->(c:Company)
WHERE w.status = 'Current'
WITH p, f, c
MATCH (p)-[h:HAD_POSITION]->(j:JobTitle)
WHERE h.companyId = c.id AND h.endYear IS NULL
WITH p, f, j
WHERE toLower(f.category) = toLower(j.category)
RETURN COUNT(DISTINCT p) AS peopleWorkingInStudiedField",True,True,False,True,True,2705,7.98,,True
28,aggregation,medium,"What percentage of people use their name as their email?
","match (p:Person)
with count(p) as totalPeople,
     count(case when p.email is not null and toLower(p.email) contains toLower(p.firstName) then 1 end) as nameEmail
return toFloat(nameEmail) / totalPeople * 100;
",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'count': expected an expression (line 12, column 59 (offset: 663))
""RETURN emailType, count, toFloat(count) / toFloat((SELECT count(*) FROM (MATCH (p:Person) RETURN p))) * 100 AS percentage""
                                                           ^}",False
29,filtering,medium,In which country are the most amount of people named Jordan?,"match (p:Person)-[:LIVES_IN]-(loc:Location)
where p.firstName = 'Jordan'
return loc.country, count(p)
order by count(p)
limit 1;","MATCH (p:Person)-[:LIVES_IN]->(l:Location)-[:LOCATED_IN]->(c:Country)
WHERE toLower(p.firstName) = 'jordan'
WITH c.name AS country, COUNT(p) AS count
ORDER BY count DESC
LIMIT 1
RETURN country, count",True,True,False,,False,1385,7.26,,True
30,filtering,medium,What positions has Connie's sister worked as?,"match (friend:Person)-[:IS_SIBLING]->(sister:Person)-[worked:HAD_POSITION]-(job:JobTitle)
where toLower(friend.firstName) = 'connie'
return distinct job.title;","MATCH (connie:Person)-[:IS_SIBLING]-(sister:Person)
WHERE toLower(connie.firstName) = 'connie'
MATCH (sister)-[worked:WORKED_AT]->(company:Company)
MATCH (sister)-[position:HAD_POSITION]->(jobTitle:JobTitle)
WHERE position.companyId = company.id
RETURN DISTINCT jobTitle.title AS Position
ORDER BY Position",True,True,False,True,True,8436,8.49,,True
31,aggregation,medium,How many children on average does a parent have in Grenada?,"match (child:Person)-[:IS_CHILD]->(parent:Person)-[:LIVES_IN]-(loc:Location)
where loc.country = 'Grenada'
with parent, count(child) as children
return avg(children);","MATCH (p:Person)-[:IS_PARENT]->(c:Person)
WITH p, COUNT(c) AS childCount
WHERE EXISTS((p)-[:LIVES_IN]->(:Location {name: 'Grenada'}))
RETURN AVG(childCount) AS averageChildrenPerParent",True,True,False,,False,1381,5.19,,True
32,filtering,medium,How many people have studied in universities located in French Southern Territories and have friends who work in finance?,"match (uni:EducationalInstitution)-[:STUDIED_AT]-(p:Person)-[:IS_FRIEND]-(friend:Person)-[:HAD_POSITION]-(job:JobTitle)
where toLower(uni.country) = 'french southern territories'
and toLower(job.category) = 'finance'
return count(distinct p);",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Variable `e` not defined (line 6, column 21 (offset: 242))
""WITH DISTINCT p, f, e, c""
                     ^}",False
33,filtering,medium,How many people have worked in the education industry and is married to someone who lives in Grenada?,"match (job:JobTitle)-[:HAD_POSITION]-(p:Person)-[:IS_WIFE|IS_HUSBAND]->(spouse:Person)-[:LIVES_IN]-(loc:Location)
where loc.country = 'Grenada'
and job.category = 'Education'
return count(distinct p);
","MATCH (p:Person)-[:WORKED_AT]->(c:Company {industry: 'Education'})
MATCH (p)-[:IS_HUSBAND|IS_WIFE]->(spouse:Person)-[:LIVES_IN]->(l:Location {name: 'Grenada'})
RETURN COUNT(DISTINCT p) AS count",True,True,False,,False,1394,6.74,,True
34,aggregation,hard,How correlated are education and career? (assume it's correlated if it's true for more than half of the population),"match (job:JobTitle)-[:HAD_POSITION]-(p:Person)
optional match (p)-[:STUDIED_AT]-(uni:EducationalInstitution)
with count(case when uni.id is not null then 1 end) as studied,
     count(case when uni.id is null then 1 end) as didnt
return case when toFloat(studied)/(studied+didnt) > 0.5 then 'correlated' else 'uncorrelated' end;","MATCH (p:Person)-[:STUDIED_AT]->(e:EducationalInstitution)
MATCH (p)-[:STUDIED]->(f:FieldOfStudy)
MATCH (p)-[w:WORKED_AT]->(c:Company)
MATCH (p)-[h:HAD_POSITION]->(j:JobTitle)
WITH p, f, c, j,
     toLower(f.name) AS studyField,
     toLower(c.industry) AS workIndustry,
     toLower(j.category) AS jobCategory
WITH p,
     CASE
         WHEN studyField CONTAINS workIndustry OR
              studyField CONTAINS jobCategory OR
              workIndustry CONTAINS studyField OR
              jobCategory CONTAINS studyField
         THEN 1
         ELSE 0
     END AS isCorrelated
WITH sum(isCorrelated) AS correlatedCount, count(p) AS totalCount
RETURN 
    CASE 
        WHEN toFloat(correlatedCount) / totalCount > 0.5 
        THEN 'Education and career are correlated'
        ELSE 'Education and career are not correlated'
    END AS result",True,True,False,,False,10102,11.51,,True
35,graph_recursion,hard,How are Matthew and Theresa related?,"match (matthew:Person), (theresa:Person), p = shortestPath((matthew)-[*]-(theresa))
where matthew.firstName = 'Matthew'
and theresa.firstName = 'Theresa'
return p;",,False,False,False,,False,0,7.2,Error in test case execution: Object of type Path is not JSON serializable,True
36,graph_recursion,hard,Is it possible to get all people from just one person's friends' friends (and so on)? One of the person's name is Matthew.,"match (n:Person)
with count(n) as allPeople
match (p:Person)
where p.firstName = 'Matthew'
with allPeople, p
match (p)-[:IS_FRIEND*0..]-(friend:Person)
with allPeople, count(distinct friend) as friends
return case when friends = allPeople then 'Yes' else 'No' end;
","MATCH (matthew:Person {firstName: 'Matthew'})
WITH matthew
MATCH path = (matthew)-[:IS_FRIEND*1..10]-(person:Person)
WHERE all(r IN relationships(path) WHERE type(r) = 'IS_FRIEND')
WITH DISTINCT person
RETURN COUNT(DISTINCT person) = COUNT(person) AS allConnected",True,True,False,True,True,4826,6.53,,True
37,graph_recursion,hard,"On average, how many hops does it take from people living in New Zealand to people working in Johnson-Rogers, Hooper PLC, Patterson, Camacho and White, Rogers-Hobbs, or Ruiz Ltd
","match (kutaiseli:Person)-[:LIVES_IN]-(kutaisi:Location), (maangeli:Person)-[:WORKED_AT]-(maang:Company), path = shortestPath((kutaiseli)-[*]-(maangeli))
where toLower(kutaisi.country) = 'new zealand'
and maang.name in ['Johnson-Rogers', 'Hooper PLC', 'Patterson, Camacho and White', 'Rogers-Hobbs', 'Ruiz Ltd']
and kutaiseli <> maangeli
return avg(length(path));",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.DatabaseError.Statement.ExecutionFailed} {message: The shortest path algorithm does not work when the start and end nodes are the same. This can happen if you
perform a shortestPath search after a cartesian product that might have the same start and end nodes for some
of the rows passed to shortestPath. If you would rather not experience this exception, and can accept the
possibility of missing results for those rows, disable this in the Neo4j configuration by setting
`dbms.cypher.forbid_shortestpath_common_nodes` to false. If you cannot accept missing results, and really want the
shortestPath between two common nodes, then re-write the query using a standard Cypher variable length pattern
expression followed by ordering by path length and limiting to one result.}",False
38,aggregation,hard,"Based on country, how many different jobs did a person have on average?","match (p:Person)-[:LIVES_IN]->(loc:Location)
where loc.country is not null
optional match (p)-[:HAD_POSITION]->(jt:JobTitle)
with p, loc.country as countryName, count(distinct jt.title) as numberOfDistinctJobs
return countryName, avg(numberOfDistinctJobs) as averageDistinctJobsPerPersonInCountry
order by averageDistinctJobsPerPersonInCountry desc;","MATCH (p:Person)-[w:WORKED_AT]->(c:Company)
WITH p, COUNT(DISTINCT w) AS jobCount, c.country AS country
WHERE country IS NOT NULL
WITH country, AVG(jobCount) AS avgJobs
RETURN country, round(avgJobs, 2) AS averageJobsPerPerson
ORDER BY averageJobsPerPerson DESC",True,True,False,,False,2326,7.76,,True
39,aggregation,medium,Find all men who married spouses older than their sisters,"match (sister:Person)<-[:IS_SIBLING]-(man:Person)-[:IS_WIFE|IS_HUSBAND]->(spouse:Person)
where toLower(sister.gender) = 'female'
and toLower(man.gender) = 'male'
and spouse.birthDate < sister.birthDate
return man.firstName","MATCH (m:Person {gender: 'Male'})-[:IS_HUSBAND]->(w:Person {gender: 'Female'}),
      (m)-[:IS_SIBLING]->(s:Person {gender: 'Female'})
WHERE date(w.birthDate) < date(s.birthDate)
RETURN DISTINCT m.firstName, m.lastName, w.firstName AS wife_firstName, w.birthDate AS wife_birthDate, s.firstName AS sister_firstName, s.birthDate AS sister_birthDate",True,True,False,,False,1421,6.63,,True
40,filtering,easy,Find locations such that more men than women live there.,"match (p:Person)-[:LIVES_IN]-(l:Location)
with l.name as location, sum(case when toLower(p.gender) = 'male' then 1 else 0 end) as males, sum(case when toLower(p.gender) = 'female' then 1 else 0 end) as females
where males>females
return location","MATCH (loc:Location)<-[l:LIVES_IN]-(p:Person)
WITH loc, 
     COUNT(CASE WHEN p.gender = 'Male' THEN 1 END) AS maleCount,
     COUNT(CASE WHEN p.gender = 'Female' THEN 1 END) AS femaleCount
WHERE maleCount > femaleCount
RETURN loc.name AS Location, maleCount, femaleCount
ORDER BY (maleCount - femaleCount) DESC",True,True,False,True,True,4394,7.94,,True
41,pattern_matching,medium,"Find locations where more men than women live, and display the population of men and women in such places.","match (p:Person)-[:LIVES_IN]-(l:Location)
with l.name as location, sum(case when toLower(p.gender) = 'male' then 1 else 0 end) as males, sum(case when toLower(p.gender) = 'female' then 1 else 0 end) as females
where males>females
return location, males, females;","MATCH (l:Location)<-[r:LIVES_IN]-(:Person)
WITH l, COUNT(CASE WHEN r.gender = 'Male' THEN 1 END) AS menCount,
     COUNT(CASE WHEN r.gender = 'Female' THEN 1 END) AS womenCount
WHERE menCount > womenCount
RETURN l.name AS location, menCount, womenCount, l.population AS totalPopulation
ORDER BY menCount DESC",True,True,False,,False,2537,7.39,,True
42,filtering,medium,Return top 3 education institutions with most foreign students.,"match (p:Person)-[lived:LIVED_IN]-(l:Location)
order by p, lived.startYear
with p, collect(l.country)[0] as firstCountry
match (p)-[:STUDIED_AT]-(e:EducationalInstitution)
where firstCountry <> e.country
with e.name as institution, count(*) as foreignStudents
order by foreignStudents desc
limit 3
return institution, foreignStudents;",,False,False,False,,False,0,0.0,"Context retrieval failed: {code: Neo.ClientError.Statement.SyntaxError} {message: Variable `s` not defined (line 10, column 35 (offset: 364))
""RETURN e, foreignStudentCount, p, s""
                                   ^}",False
43,filtering,medium,Return education institutions with most foreign students,"match (p:Person)-[lived:LIVED_IN]-(l:Location)
order by p, lived.startYear
with p, collect(l.country)[0] as firstCountry
match (p)-[:STUDIED_AT]-(e:EducationalInstitution)
where firstCountry <> e.country
with e.name as institution, count(*) as foreignStudents
order by foreignStudents desc
return institution;","MATCH (edu:EducationalInstitution)<-[:STUDIED_AT]-(student:Person)
WHERE student.nationality <> edu.country
WITH edu, COUNT(DISTINCT student) AS foreignStudentCount
ORDER BY foreignStudentCount DESC
LIMIT 5
RETURN edu.name AS educationInstitution, foreignStudentCount",True,True,False,True,True,2503,6.79,,True
